Date,Timestamp,Open,High,Low,Close,Volume
25630501,12:00:00 AM,1687.865,1688.645,1684.658,1685.395,0.668689991114661
25630501,12:15:00 AM,1685.395,1685.415,1681.668,1683.908,0.517174991800857
25630501,12:30:00 AM,1683.848,1685.985,1683.588,1685.648,0.383519994094968
25630501,12:45:00 AM,1685.738,1688.598,1684.888,1687.295,0.371864994289353
25630501,01:00:00 AM,1687.295,1688.318,1684.798,1684.818,0.378889997606166
25630501,01:15:00 AM,1684.818,1686.335,1684.458,1685.748,0.34465999481472
25630501,01:30:00 AM,1685.748,1687.945,1685.185,1687.555,0.367809994313575
25630501,01:45:00 AM,1687.555,1688.255,1686.295,1687.275,0.341569994561723
25630501,02:00:00 AM,1687.295,1688.015,1686.075,1686.185,0.444359993096441
25630501,02:15:00 AM,1686.515,1687.755,1686.058,1687.275,0.298789995387779
25630501,02:30:00 AM,1687.275,1689.635,1686.748,1689.495,0.323809995359625
25630501,02:45:00 AM,1689.495,1690.338,1689.085,1689.175,0.332629995871685
25630501,03:00:00 AM,1689.175,1689.655,1688.825,1688.885,0.196889997023391
25630501,03:15:00 AM,1688.885,1689.405,1687.188,1688.328,0.140739997688797
25630501,03:30:00 AM,1688.228,1689.178,1687.998,1688.566,0.192219997094071
25630501,03:45:00 AM,1688.511,1688.568,1687.818,1688.073,0.0731199987858417
25630501,04:00:00 AM,1688.075,1688.148,1686.368,1686.958,0.179519997334864
25630501,04:15:00 AM,1687.058,1688.548,1686.818,1687.888,0.152829997743538
25630501,04:30:00 AM,1687.888,1688.078,1687.248,1687.258,0.0509299990953878
25630501,04:45:00 AM,1687.298,1687.728,1686.978,1687.468,0.107909998187097
25630501,05:00:00 AM,1687.468,1687.468,1683.102,1683.858,0.420229993243993
25630501,05:15:00 AM,1684.108,1684.723,1682.838,1682.898,0.469339993207541
25630501,05:30:00 AM,1682.898,1684.275,1677.618,1678.678,0.643606991910929
25630501,05:45:00 AM,1678.678,1679.088,1672.278,1672.288,0.994219986670942
25630501,06:00:00 AM,1672.378,1676.105,1670.418,1675.135,1.15953998311306
